3.19296,2.18126,7
-2.41618,0.343265,7
-2.61713,-3.83387,7
-3.35648,-3.95373,7
3.34937,2.55326,6
1.85341,-0.246526,6
-1.41651,2.47404,6
2.59841,1.79092,6
-1.4013,-2.74891,5
-0.578899,2.80516,5
2.64363,-3.68018,5
1.2142,1.04007,5
-2.8433,-0.693557,4
-2.54734,1.28652,4
2.59216,1.3853,4
-1.4395,1.01262,3
0.0497694,1.3666,3
2.07157,2.14708,3
0.882533,1.95362,2
-1.70581,-2.66778,2
2.73938,-1.16901,2
-0.996523,1.24729,1
-0.924996,-1.37603,1
0.548888,-1.10722,0
-0.309662,1.14289,0
0.978514,-1.60783,-1
-0.630347,-1.73079,-1
-0.964904,0.922049,-2
-1.07123,-0.100382,-2
0.880994,-1.50605,-3
1.25656,1.81475,-3
-1.50458,-1.85272,-4
1.90625,-1.97229,-4
-0.249707,-0.028975,-5
0.232615,-0.466515,-6
0.0561651,0.266018,-7
-1.44961,-1.28658,11.3428
2.67231,1.12607,-10.1277
6.00798,5.03316,-1.75623
4.8502,4.35829,6.20549
