3.17436,0.413267,7
2.46306,2.76283,7
2.16873,2.86055,7
-1.96738,0.0253573,7
-2.14792,2.63232,6
0.767593,-3.66275,6
-2.31262,-2.29471,6
1.49614,0.023752,6
3.99577,1.66946,5
-0.359923,2.53314,5
-1.70258,-0.948226,5
-0.881444,-0.849469,5
0.46673,1.87635,4
0.51885,-0.371949,4
0.0809681,1.78047,4
-1.93328,-1.07733,3
1.12269,-0.0563481,3
-1.78775,0.244366,3
2.15609,-2.3621,2
-1.55999,2.47979,2
-2.93004,-0.664016,2
-0.88196,0.568825,1
-1.08491,-0.100916,1
-1.46968,0.382698,0
-1.87572,-0.266894,0
1.95414,-0.972013,-1
-0.651484,-0.703234,-1
0.904803,1.83544,-2
0.948197,1.64237,-2
0.158225,-0.0613003,-3
-0.219439,0.796955,-3
-1.58858,-0.609728,-4
0.423153,-1.81283,-4
0.359862,0.506848,-5
-0.310686,-0.305986,-6
0.561429,-0.93418,-7
-3.34855,0.225512,2.18062
-3.48445,-0.957746,5.29303
-3.94851,0.212817,-2.7692
1.4713,-2.67901,-0.921319
