1.62893,1.8169,7
-2.5963,3.09105,7
2.6552,3.04419,7
-1.1165,2.93336,7
-2.14283,-3.65545,6
0.574349,-2.1609,6
-3.81245,-3.56117,6
1.91987,-2.43714,6
-1.14659,3.01695,5
1.98194,2.28687,5
2.31214,1.24162,5
-2.69232,-2.1997,5
-0.99433,-1.45991,4
2.97688,-2.96267,4
2.39402,0.0583202,4
-2.87157,-0.0423865,3
0.102393,0.444496,3
1.65644,2.38968,3
-1.77724,-0.604792,2
2.96192,-2.00438,2
-1.94924,-1.90315,2
1.39921,1.57327,1
1.08793,0.173121,1
-0.0683679,-1.31772,0
-1.1098,-0.668691,0
-1.41098,1.73141,-1
1.98416,-1.07508,-1
1.2901,-1.09012,-2
1.7879,0.327228,-2
0.929829,0.782621,-3
-0.262516,-1.93249,-3
0.681153,0.79726,-4
-0.676717,0.459159,-4
0.500307,0.804467,-5
0.746606,0.023113,-6
-0.845634,-0.497425,-7
1.54585,3.31165,0.972901
0.0211019,-2.9387,-4.50139
-3.35397,-1.64967,-1.18048
1.06618,1.91097,2.78536
