1.71376,-3.49616,7
3.36418,-0.211961,7
-3.08406,3.08082,7
-1.19939,2.64855,7
3.4015,3.96251,6
-1.63552,-1.59552,6
2.66063,0.570649,6
0.994777,-0.742701,6
3.30458,2.90875,5
-1.96844,-1.01782,5
-3.85452,-1.72468,5
-3.07147,2.47464,5
0.448286,-1.84392,4
1.27218,2.13641,4
-0.7139,2.37527,4
-2.46628,-2.69894,3
0.459517,1.15575,3
0.67793,-1.19875,3
-2.23587,0.205506,2
0.405637,-1.2352,2
2.49089,0.375187,2
-0.0567163,1.46322,1
-0.791583,0.526245,1
1.73212,1.50187,0
0.816209,-0.642024,0
1.1359,0.439186,-1
-0.295373,-1.76428,-1
1.81981,-1.16564,-2
1.56435,1.08484,-2
1.57937,1.84824,-3
-0.989664,-0.238666,-3
-0.354509,0.324618,-4
1.04084,0.580726,-4
0.103172,0.0241563,-5
0.177088,-0.543201,-6
0.236459,0.82053,-7
0.184184,3.92174,2.8715
3.85175,-3.2453,3.38139
0.201754,-2.78209,-0.170277
0.311969,-3.43596,4.81031
