-2.04451,-2.48768,7
-3.74068,2.03359,7
1.13873,1.05657,7
3.89257,-2.80429,7
1.93104,-1.71001,6
-0.680364,2.64162,6
-3.28213,-2.20107,6
2.19256,-2.81687,6
-0.272729,-3.27156,5
0.421798,-0.167624,5
-0.753479,-1.61714,5
0.132855,-2.81443,5
0.398286,-1.74473,4
-2.1465,-2.12736,4
1.81533,-2.89062,4
-2.06902,0.0982905,3
-1.4514,-1.19138,3
1.72985,1.85834,3
0.64465,2.64276,2
-1.10382,-1.95511,2
-1.47799,2.79546,2
-1.66113,1.4116,1
-0.309536,1.32006,1
0.0751311,1.26234,0
-0.711937,1.51478,0
1.51595,-1.00405,-1
-1.27948,1.43926,-1
0.272546,1.48912,-2
1.87053,-1.66703,-2
-1.16204,-0.999314,-3
1.19303,1.58462,-3
0.503007,-0.886139,-4
-1.76567,-1.55563,-4
0.166747,0.926272,-5
0.684576,0.202495,-6
0.1372,0.178112,-7
-1.96474,3.11799,-4.99672
-1.63518,1.16207,-0.321447
-0.317923,-1.79553,-6.75521
2.49946,-3.82768,-1.28722
