3.05012,-2.60764,7
-3.05399,-2.0604,7
3.5094,-1.08623,7
1.879,-0.307866,7
2.5767,-3.56225,6
3.67386,0.27113,6
-1.12626,-1.85599,6
-0.547494,-0.0931882,6
-2.04163,-3.81706,5
-1.21556,1.60727,5
-0.0262743,-3.80561,5
-2.65888,-3.68479,5
-1.05558,0.429014,4
-0.630871,2.33299,4
1.58919,2.63752,4
2.9906,1.68288,3
-1.30743,1.78711,3
1.65029,0.614812,3
-1.15895,0.449186,2
-0.523913,2.08408,2
-1.22549,2.15063,2
1.94866,1.62542,1
1.50571,1.72012,1
-0.473041,-1.33666,0
1.55321,1.80437,0
1.37486,-0.926849,-1
1.83923,0.0504111,-1
-0.506952,-0.0767289,-2
-1.2985,1.73403,-2
-1.19365,-0.732929,-3
-0.723662,-1.45123,-3
-1.55821,-0.96201,-4
-1.03964,0.0309303,-4
-0.841686,0.000181676,-5
0.163131,-0.1223,-6
-0.119622,0.349524,-7
-1.37321,-1.59225,8.72177
-2.09598,-2.61177,-8.39531
6.36427,6.55821,-3.63339
4.45843,6.41831,-1.56916
