3.33383,2.65252,7
-2.71999,-3.26221,7
0.279843,-3.11487,7
-1.64215,1.30971,7
0.246612,2.46658,6
-3.66579,0.750354,6
-1.029,1.48228,6
1.31512,3.62743,6
-1.76567,-3.57764,5
3.01153,-1.91612,5
-0.354832,-1.14957,5
-1.95322,1.56233,5
-0.267919,1.51814,4
1.33115,2.4868,4
-0.247319,1.1877,4
2.05048,0.369932,3
1.05524,-2.60441,3
2.05385,0.236826,3
-1.76636,1.69849,2
0.220592,-1.22109,2
-0.565234,0.141363,2
-0.329462,0.71658,1
-1.15075,-1.42931,1
0.444862,0.658653,0
0.932711,0.174543,0
1.07025,-1.95627,-1
1.35155,-0.3738,-1
0.528371,0.000606566,-2
1.38685,-1.36194,-2
-1.57823,-1.3709,-3
-1.69282,-0.497083,-3
-1.53765,0.921834,-4
-0.744049,1.17528,-4
-0.164578,0.0337445,-5
-0.402514,-0.59788,-6
0.92608,-0.899001,-7
-3.31864,3.98933,-2.488
1.46093,-3.00278,-3.70782
1.78988,3.17165,2.30289
-1.33822,-3.59382,6.54118
