2.60243,-3.85283,7
-1.18129,-1.28915,7
2.88409,-0.855676,7
2.30573,3.82768,7
-3.34592,3.34078,6
-0.332464,2.15994,6
-0.943797,-0.491908,6
3.35561,-1.62471,6
-3.94092,1.41076,5
2.62752,-1.11217,5
-1.724,0.299578,5
-3.98029,-3.61699,5
0.948297,-0.992908,4
-1.74838,2.85161,4
1.11653,-1.08254,4
-2.98557,2.4476,3
1.1182,1.73803,3
2.2829,-0.160126,3
-2.53886,0.227051,2
0.519545,1.96441,2
-0.844362,2.35974,2
1.38486,-1.53916,1
1.68712,1.89912,1
-1.47527,-0.802585,0
1.54338,-1.37354,0
-0.346143,-1.18266,-1
1.64283,1.86687,-1
1.01317,1.51355,-2
0.422771,0.384311,-2
0.389802,-0.38073,-3
0.445632,-0.177369,-3
1.49184,-0.388097,-4
-0.253614,-0.875877,-4
0.971248,0.138519,-5
-0.837867,0.99749,-6
-0.980111,0.572601,-7
4.27297,5.28527,8.29232
4.44039,5.68737,-8.53185
5.18808,4.44469,9.52562
5.24103,6.09745,-8.27242
