-0.285534,3.67125,7
0.0706628,-3.714,7
-3.50659,-0.0282327,7
-2.97189,-1.88785,7
0.00197057,3.52005,6
2.29822,3.16117,6
-0.416324,-3.20335,6
1.15732,-0.367185,6
1.13614,-3.7705,5
-3.49592,0.787444,5
2.94228,-0.522717,5
-3.11207,-2.89189,5
-0.167793,0.992504,4
0.178022,-0.574747,4
-0.0581049,2.48386,4
-1.69439,-2.08458,3
-2.93009,-2.99763,3
-2.2602,0.457272,3
0.0508377,-0.449331,2
0.0789291,2.14628,2
-1.14231,-2.23905,2
0.374056,1.71423,1
-1.20815,1.56126,1
-0.794407,-0.486106,0
0.597872,1.27644,0
1.45951,0.781053,-1
-0.0726637,-0.973361,-1
-1.10713,0.239619,-2
-1.85651,0.967859,-2
-1.11157,0.86436,-3
0.14262,1.06275,-3
0.258684,1.65713,-4
-1.74782,-1.85909,-4
-0.63124,0.272629,-5
0.293733,-0.0307502,-6
0.14497,0.153257,-7
-2.69803,2.38389,-1.95747
2.4275,0.918005,3.4836
2.97759,-1.49397,-0.726296
-0.274297,-2.16863,-5.99113
